RA,DEC
190.92141472,61.90642855
191.0401901,-1.99415054
191.06295504,20.28263374
191.08363399,-0.82700405
191.27893759,60.1719975
191.47006243,17.85338427
191.49333122,-2.32107966
191.61390935,0.45977181
191.77345239,1.71568108
191.91124767,11.87612009
192.07951651,3.83421947
192.4453495,32.86569848
192.87155254,6.36447555
192.88624466,62.32173601
193.46736986,6.9711505
193.47433719,18.14385779
193.87964498,63.59272298
193.96504473,4.54414386
194.34879347,32.02912006
194.46990089,42.88198649
194.81394382,62.72425558
194.93334747,57.39588988
195.21719393,19.49211463
195.82661395,10.51719686
196.16488272,31.4846771
196.47437001,53.78258859
196.6617845,64.99362982
196.83465445,51.03184413
197.16348127,20.19246613
198.07548899,38.25978926
198.10003503,27.65433227
198.37270226,61.56663775
198.39012588,35.91446032
198.45509336,50.62348996
198.49201081,46.27753969
198.60488136,8.61363559
199.87834268,33.59854003
199.90721128,59.88254234
2.43940116,13.97068669
20.06732995,-0.78493187
20.21518391,7.01794312
20.23418609,20.1239168
20.28320246,-0.29878617
200.75536399,35.99016475
201.6232664,57.1920917
201.709501,32.06959503
201.81556692,8.0155112
201.94946108,56.67780168
201.97043958,25.52916892
202.17139202,33.69466707
202.211877,28.48819614
202.23632647,31.14612514
202.40998577,6.56514124
202.56523536,35.7950814
203.0108528,52.62637587
203.03123414,35.47571483
203.23007309,15.73781146
203.78715024,37.53461786
203.93765433,53.0135741
203.96734816,36.86085152
204.08665685,35.39030247
204.22494942,11.43485021
204.39518505,1.67903808
204.47863566,34.81978576
204.48804213,61.17716475
204.63362589,50.08448994
204.71072371,5.53516823
204.71828572,29.58546936
204.8424556,2.9506375
204.91899794,34.66581317
205.12776045,-1.2689421
205.33372698,9.48841215
205.38116272,4.91299236
205.55825142,45.34868167
205.61054447,29.06207298
206.22399779,40.22291225
206.46488307,9.12903207
206.5884401,22.8102068
206.83136183,56.69338805
206.90970745,4.57415323
207.08665371,38.17146339
207.22292925,50.90780625
207.38500097,37.17719313
207.40001948,11.66103122
207.83686054,11.24806284
207.92414654,49.07494721
207.97283699,38.94786061
208.02330202,51.82514927
208.04217052,-1.97676351
208.11854853,34.48515767
208.78019943,-1.92055942
208.87964013,44.52359846
208.89459342,16.00476736
208.9216741,35.24488216
209.55282711,34.18828027
21.16774187,9.04137447
21.53781595,-8.14219068
21.92523836,15.43197647
210.34356711,2.67361007
210.61332034,40.65618898
210.69805114,49.55594058
210.73089981,24.88704174
210.73148708,57.53250442
210.9873293,8.34644796
211.04147098,4.96111458
211.0696893,1.45353581
211.08108097,38.30371035
211.25874683,38.16601299
211.32735766,33.39462528
211.8142204,3.52988532
212.02160798,6.39070396
212.04143602,23.26454184
212.09301863,51.38857301
212.55426985,9.32750207
212.65642718,14.76235394
212.7034982,34.46295583
212.97339836,-1.79429374
213.05277914,31.70562548
213.1235054,59.02022362
213.25682985,49.66596747
213.32405905,54.3948961
213.47421344,45.12363122
213.7766171,9.8388258
213.95695675,49.93703313
